galaxy,stationary_role,master_sha256,expected_in_169_profile_compilation,primary_direct_profile_eligible,primary_profile_acquisition_status,public_download_verified,profile_data_ingested,profile_source_class,independent_FEASTS_validation_overlap,do_not_substitute_validation_for_primary,notes,public_overlay_present,effective_public_source_family,effective_acquisition_status,effective_numeric_rows_or_model,effective_source_quantity,effective_helium_status,preferred_public_source,effective_source_artifact,effective_notes
UGC06930,calibration,254e17dbe22eb8371384e3c7f301f9936181b99384518e772be861567e4e896f,1,1,available_nonpublic_request_required,0,0,SPARC_azimuthally_averaged_HI_profile_private_compilation,0,1,"Profile reported available in the 169-galaxy SPARC HI compilation, but no public download verified; acquisition from authors/original literature required before ingestion.",0,,available_nonpublic_request_required,,,,0,,"Profile reported available in the 169-galaxy SPARC HI compilation, but no public download verified; acquisition from authors/original literature required before ingestion."
UGC06983,calibration,254e17dbe22eb8371384e3c7f301f9936181b99384518e772be861567e4e896f,1,1,available_nonpublic_request_required,0,0,SPARC_azimuthally_averaged_HI_profile_private_compilation,0,1,"Profile reported available in the 169-galaxy SPARC HI compilation, but no public download verified; acquisition from authors/original literature required before ingestion.",0,,available_nonpublic_request_required,,,,0,,"Profile reported available in the 169-galaxy SPARC HI compilation, but no public download verified; acquisition from authors/original literature required before ingestion."
UGC07089,blind,254e17dbe22eb8371384e3c7f301f9936181b99384518e772be861567e4e896f,1,1,available_nonpublic_request_required,0,0,SPARC_azimuthally_averaged_HI_profile_private_compilation,0,1,"Profile reported available in the 169-galaxy SPARC HI compilation, but no public download verified; acquisition from authors/original literature required before ingestion.",0,,available_nonpublic_request_required,,,,0,,"Profile reported available in the 169-galaxy SPARC HI compilation, but no public download verified; acquisition from authors/original literature required before ingestion."
UGC07125,calibration,254e17dbe22eb8371384e3c7f301f9936181b99384518e772be861567e4e896f,1,1,available_nonpublic_request_required,0,0,SPARC_azimuthally_averaged_HI_profile_private_compilation,0,1,"Profile reported available in the 169-galaxy SPARC HI compilation, but no public download verified; acquisition from authors/original literature required before ingestion.",0,,available_nonpublic_request_required,,,,0,,"Profile reported available in the 169-galaxy SPARC HI compilation, but no public download verified; acquisition from authors/original literature required before ingestion."
UGC07151,blind,254e17dbe22eb8371384e3c7f301f9936181b99384518e772be861567e4e896f,1,1,available_nonpublic_request_required,0,0,SPARC_azimuthally_averaged_HI_profile_private_compilation,0,1,"Profile reported available in the 169-galaxy SPARC HI compilation, but no public download verified; acquisition from authors/original literature required before ingestion.",0,,available_nonpublic_request_required,,,,0,,"Profile reported available in the 169-galaxy SPARC HI compilation, but no public download verified; acquisition from authors/original literature required before ingestion."
UGC07261,calibration,254e17dbe22eb8371384e3c7f301f9936181b99384518e772be861567e4e896f,1,1,available_nonpublic_request_required,0,0,SPARC_azimuthally_averaged_HI_profile_private_compilation,0,1,"Profile reported available in the 169-galaxy SPARC HI compilation, but no public download verified; acquisition from authors/original literature required before ingestion.",0,,available_nonpublic_request_required,,,,0,,"Profile reported available in the 169-galaxy SPARC HI compilation, but no public download verified; acquisition from authors/original literature required before ingestion."
UGC07323,calibration,254e17dbe22eb8371384e3c7f301f9936181b99384518e772be861567e4e896f,1,1,available_nonpublic_request_required,0,0,SPARC_azimuthally_averaged_HI_profile_private_compilation,0,1,"Profile reported available in the 169-galaxy SPARC HI compilation, but no public download verified; acquisition from authors/original literature required before ingestion.",0,,available_nonpublic_request_required,,,,0,,"Profile reported available in the 169-galaxy SPARC HI compilation, but no public download verified; acquisition from authors/original literature required before ingestion."
UGC07399,calibration,254e17dbe22eb8371384e3c7f301f9936181b99384518e772be861567e4e896f,1,1,available_nonpublic_request_required,0,0,SPARC_azimuthally_averaged_HI_profile_private_compilation,0,1,"Profile reported available in the 169-galaxy SPARC HI compilation, but no public download verified; acquisition from authors/original literature required before ingestion.",0,,available_nonpublic_request_required,,,,0,,"Profile reported available in the 169-galaxy SPARC HI compilation, but no public download verified; acquisition from authors/original literature required before ingestion."
UGC07524,calibration,254e17dbe22eb8371384e3c7f301f9936181b99384518e772be861567e4e896f,1,1,available_nonpublic_request_required,0,0,SPARC_azimuthally_averaged_HI_profile_private_compilation,0,1,"Profile reported available in the 169-galaxy SPARC HI compilation, but no public download verified; acquisition from authors/original literature required before ingestion.",0,,available_nonpublic_request_required,,,,0,,"Profile reported available in the 169-galaxy SPARC HI compilation, but no public download verified; acquisition from authors/original literature required before ingestion."
UGC07559,calibration,254e17dbe22eb8371384e3c7f301f9936181b99384518e772be861567e4e896f,1,1,available_nonpublic_request_required,0,0,SPARC_azimuthally_averaged_HI_profile_private_compilation,0,1,"Profile reported available in the 169-galaxy SPARC HI compilation, but no public download verified; acquisition from authors/original literature required before ingestion.",1,Iorio et al. 2017 / LITTLE THINGS,raw_source_profile_ingested,13,raw HI surface density,helium not included,1,data/stationary/source_reconstruction/iorio2017_ddo87_ddo126_hi_profiles_v1.csv,DDO126 = UGC07559. OUP online table ingested as 13 source rows spanning 0.48-3.33 kpc; Hunter 2021 Sersic model retained as independent analytic cross-check.
UGC07577,calibration,254e17dbe22eb8371384e3c7f301f9936181b99384518e772be861567e4e896f,1,1,available_nonpublic_request_required,0,0,SPARC_azimuthally_averaged_HI_profile_private_compilation,0,1,"Profile reported available in the 169-galaxy SPARC HI compilation, but no public download verified; acquisition from authors/original literature required before ingestion.",0,,available_nonpublic_request_required,,,,0,,"Profile reported available in the 169-galaxy SPARC HI compilation, but no public download verified; acquisition from authors/original literature required before ingestion."
UGC07603,calibration,254e17dbe22eb8371384e3c7f301f9936181b99384518e772be861567e4e896f,1,1,available_nonpublic_request_required,0,0,SPARC_azimuthally_averaged_HI_profile_private_compilation,0,1,"Profile reported available in the 169-galaxy SPARC HI compilation, but no public download verified; acquisition from authors/original literature required before ingestion.",0,,available_nonpublic_request_required,,,,0,,"Profile reported available in the 169-galaxy SPARC HI compilation, but no public download verified; acquisition from authors/original literature required before ingestion."
UGC07690,calibration,254e17dbe22eb8371384e3c7f301f9936181b99384518e772be861567e4e896f,1,1,available_nonpublic_request_required,0,0,SPARC_azimuthally_averaged_HI_profile_private_compilation,0,1,"Profile reported available in the 169-galaxy SPARC HI compilation, but no public download verified; acquisition from authors/original literature required before ingestion.",0,,available_nonpublic_request_required,,,,0,,"Profile reported available in the 169-galaxy SPARC HI compilation, but no public download verified; acquisition from authors/original literature required before ingestion."
UGC07866,calibration,254e17dbe22eb8371384e3c7f301f9936181b99384518e772be861567e4e896f,1,1,available_nonpublic_request_required,0,0,SPARC_azimuthally_averaged_HI_profile_private_compilation,0,1,"Profile reported available in the 169-galaxy SPARC HI compilation, but no public download verified; acquisition from authors/original literature required before ingestion.",0,,available_nonpublic_request_required,,,,0,,"Profile reported available in the 169-galaxy SPARC HI compilation, but no public download verified; acquisition from authors/original literature required before ingestion."
UGC08286,calibration,254e17dbe22eb8371384e3c7f301f9936181b99384518e772be861567e4e896f,1,1,available_nonpublic_request_required,0,0,SPARC_azimuthally_averaged_HI_profile_private_compilation,0,1,"Profile reported available in the 169-galaxy SPARC HI compilation, but no public download verified; acquisition from authors/original literature required before ingestion.",0,,available_nonpublic_request_required,,,,0,,"Profile reported available in the 169-galaxy SPARC HI compilation, but no public download verified; acquisition from authors/original literature required before ingestion."
UGC08490,calibration,254e17dbe22eb8371384e3c7f301f9936181b99384518e772be861567e4e896f,1,1,available_nonpublic_request_required,0,0,SPARC_azimuthally_averaged_HI_profile_private_compilation,0,1,"Profile reported available in the 169-galaxy SPARC HI compilation, but no public download verified; acquisition from authors/original literature required before ingestion.",0,,available_nonpublic_request_required,,,,0,,"Profile reported available in the 169-galaxy SPARC HI compilation, but no public download verified; acquisition from authors/original literature required before ingestion."
UGC08550,blind,254e17dbe22eb8371384e3c7f301f9936181b99384518e772be861567e4e896f,1,1,available_nonpublic_request_required,0,0,SPARC_azimuthally_averaged_HI_profile_private_compilation,0,1,"Profile reported available in the 169-galaxy SPARC HI compilation, but no public download verified; acquisition from authors/original literature required before ingestion.",0,,available_nonpublic_request_required,,,,0,,"Profile reported available in the 169-galaxy SPARC HI compilation, but no public download verified; acquisition from authors/original literature required before ingestion."
UGC08699,calibration,254e17dbe22eb8371384e3c7f301f9936181b99384518e772be861567e4e896f,1,1,available_nonpublic_request_required,0,0,SPARC_azimuthally_averaged_HI_profile_private_compilation,0,1,"Profile reported available in the 169-galaxy SPARC HI compilation, but no public download verified; acquisition from authors/original literature required before ingestion.",0,,available_nonpublic_request_required,,,,0,,"Profile reported available in the 169-galaxy SPARC HI compilation, but no public download verified; acquisition from authors/original literature required before ingestion."
UGC08837,blind,254e17dbe22eb8371384e3c7f301f9936181b99384518e772be861567e4e896f,1,1,available_nonpublic_request_required,0,0,SPARC_azimuthally_averaged_HI_profile_private_compilation,0,1,"Profile reported available in the 169-galaxy SPARC HI compilation, but no public download verified; acquisition from authors/original literature required before ingestion.",0,,available_nonpublic_request_required,,,,0,,"Profile reported available in the 169-galaxy SPARC HI compilation, but no public download verified; acquisition from authors/original literature required before ingestion."
UGC09037,calibration,254e17dbe22eb8371384e3c7f301f9936181b99384518e772be861567e4e896f,1,1,available_nonpublic_request_required,0,0,SPARC_azimuthally_averaged_HI_profile_private_compilation,0,1,"Profile reported available in the 169-galaxy SPARC HI compilation, but no public download verified; acquisition from authors/original literature required before ingestion.",0,,available_nonpublic_request_required,,,,0,,"Profile reported available in the 169-galaxy SPARC HI compilation, but no public download verified; acquisition from authors/original literature required before ingestion."
UGC09133,blind,254e17dbe22eb8371384e3c7f301f9936181b99384518e772be861567e4e896f,1,1,available_nonpublic_request_required,0,0,SPARC_azimuthally_averaged_HI_profile_private_compilation,0,1,"Profile reported available in the 169-galaxy SPARC HI compilation, but no public download verified; acquisition from authors/original literature required before ingestion.",0,,available_nonpublic_request_required,,,,0,,"Profile reported available in the 169-galaxy SPARC HI compilation, but no public download verified; acquisition from authors/original literature required before ingestion."
UGC09992,blind,254e17dbe22eb8371384e3c7f301f9936181b99384518e772be861567e4e896f,1,1,available_nonpublic_request_required,0,0,SPARC_azimuthally_averaged_HI_profile_private_compilation,0,1,"Profile reported available in the 169-galaxy SPARC HI compilation, but no public download verified; acquisition from authors/original literature required before ingestion.",0,,available_nonpublic_request_required,,,,0,,"Profile reported available in the 169-galaxy SPARC HI compilation, but no public download verified; acquisition from authors/original literature required before ingestion."
UGC10310,blind,254e17dbe22eb8371384e3c7f301f9936181b99384518e772be861567e4e896f,1,1,available_nonpublic_request_required,0,0,SPARC_azimuthally_averaged_HI_profile_private_compilation,0,1,"Profile reported available in the 169-galaxy SPARC HI compilation, but no public download verified; acquisition from authors/original literature required before ingestion.",0,,available_nonpublic_request_required,,,,0,,"Profile reported available in the 169-galaxy SPARC HI compilation, but no public download verified; acquisition from authors/original literature required before ingestion."
UGC11455,calibration,254e17dbe22eb8371384e3c7f301f9936181b99384518e772be861567e4e896f,1,1,available_nonpublic_request_required,0,0,SPARC_azimuthally_averaged_HI_profile_private_compilation,0,1,"Profile reported available in the 169-galaxy SPARC HI compilation, but no public download verified; acquisition from authors/original literature required before ingestion.",0,,available_nonpublic_request_required,,,,0,,"Profile reported available in the 169-galaxy SPARC HI compilation, but no public download verified; acquisition from authors/original literature required before ingestion."
UGC11557,blind,254e17dbe22eb8371384e3c7f301f9936181b99384518e772be861567e4e896f,1,1,available_nonpublic_request_required,0,0,SPARC_azimuthally_averaged_HI_profile_private_compilation,0,1,"Profile reported available in the 169-galaxy SPARC HI compilation, but no public download verified; acquisition from authors/original literature required before ingestion.",0,,available_nonpublic_request_required,,,,0,,"Profile reported available in the 169-galaxy SPARC HI compilation, but no public download verified; acquisition from authors/original literature required before ingestion."
UGC11820,blind,254e17dbe22eb8371384e3c7f301f9936181b99384518e772be861567e4e896f,1,1,available_nonpublic_request_required,0,0,SPARC_azimuthally_averaged_HI_profile_private_compilation,0,1,"Profile reported available in the 169-galaxy SPARC HI compilation, but no public download verified; acquisition from authors/original literature required before ingestion.",1,van Zee et al. 1997,source_family_identified_numeric_pending,0,direct HI profile source family,primary profile convention pending,0,validation/stationary/VANZEE1997_PROFILE_AUDIT_V1.md,Frozen overlap from LSBDG subset; original numerical profile still pending.
UGC11914,blind,254e17dbe22eb8371384e3c7f301f9936181b99384518e772be861567e4e896f,1,1,available_nonpublic_request_required,0,0,SPARC_azimuthally_averaged_HI_profile_private_compilation,0,1,"Profile reported available in the 169-galaxy SPARC HI compilation, but no public download verified; acquisition from authors/original literature required before ingestion.",0,,available_nonpublic_request_required,,,,0,,"Profile reported available in the 169-galaxy SPARC HI compilation, but no public download verified; acquisition from authors/original literature required before ingestion."
UGC12506,calibration,254e17dbe22eb8371384e3c7f301f9936181b99384518e772be861567e4e896f,1,1,available_nonpublic_request_required,0,0,SPARC_azimuthally_averaged_HI_profile_private_compilation,0,1,"Profile reported available in the 169-galaxy SPARC HI compilation, but no public download verified; acquisition from authors/original literature required before ingestion.",0,,available_nonpublic_request_required,,,,0,,"Profile reported available in the 169-galaxy SPARC HI compilation, but no public download verified; acquisition from authors/original literature required before ingestion."
UGC12632,calibration,254e17dbe22eb8371384e3c7f301f9936181b99384518e772be861567e4e896f,1,1,available_nonpublic_request_required,0,0,SPARC_azimuthally_averaged_HI_profile_private_compilation,0,1,"Profile reported available in the 169-galaxy SPARC HI compilation, but no public download verified; acquisition from authors/original literature required before ingestion.",0,,available_nonpublic_request_required,,,,0,,"Profile reported available in the 169-galaxy SPARC HI compilation, but no public download verified; acquisition from authors/original literature required before ingestion."
UGC12732,calibration,254e17dbe22eb8371384e3c7f301f9936181b99384518e772be861567e4e896f,1,1,available_nonpublic_request_required,0,0,SPARC_azimuthally_averaged_HI_profile_private_compilation,0,1,"Profile reported available in the 169-galaxy SPARC HI compilation, but no public download verified; acquisition from authors/original literature required before ingestion.",0,,available_nonpublic_request_required,,,,0,,"Profile reported available in the 169-galaxy SPARC HI compilation, but no public download verified; acquisition from authors/original literature required before ingestion."
UGCA442,blind,254e17dbe22eb8371384e3c7f301f9936181b99384518e772be861567e4e896f,1,1,available_nonpublic_request_required,0,0,SPARC_azimuthally_averaged_HI_profile_private_compilation,0,1,"Profile reported available in the 169-galaxy SPARC HI compilation, but no public download verified; acquisition from authors/original literature required before ingestion.",1,Cote Carignan & Freeman 2000,direct_profile_identified_numeric_pending,0,published gas surface density,published Figure 3 already includes 4/3 helium,0,validation/stationary/COTE2000_PROFILE_AUDIT_V1.md,One of the exact three Cote frozen overlaps; Figure 3 digitization pending.
UGCA444,blind,254e17dbe22eb8371384e3c7f301f9936181b99384518e772be861567e4e896f,1,1,available_nonpublic_request_required,0,0,SPARC_azimuthally_averaged_HI_profile_private_compilation,0,1,"Profile reported available in the 169-galaxy SPARC HI compilation, but no public download verified; acquisition from authors/original literature required before ingestion.",0,,available_nonpublic_request_required,,,,0,,"Profile reported available in the 169-galaxy SPARC HI compilation, but no public download verified; acquisition from authors/original literature required before ingestion."
